"X1" "X2" "X3" "X4" "grupos"
2.563 4.9399 4.0414 -2.479 2
5.1758 3.5777 -2.9766 -0.6854 2
3.399 3.3158 -1.5729 3.9993 1
5.5078 0.6214 2.7248 1.167 1
0.4483 3.4499 0.1497 1.4795 2
5.1805 5.6294 2.2911 -3.9736 2
8.841 -2.3242 0.4794 -0.3486 1
5.9016 2.6594 2.0681 2.5759 2
1.0801 1.7771 2.2727 -0.5834 1
-1.9244 5.721 3.4898 1.7586 2
6.2429 -1.432 3.6456 -1.2686 1
4.7687 -0.1322 3.7575 0.9177 2
7.0353 0.2955 1.6175 -0.6322 1
3.2528 2.4332 2.992 2.3228 2
5.354 4.0239 -5.7715 1.5046 1
2.5922 2.1211 3.4592 1.7211 1
8.8549 -2.4269 -1.5292 0.4795 2
3.1702 2.5035 1.6132 3.3953 1
6.3418 -0.2984 0.1174 0.5951 1
4.5677 -0.0975 3.9535 4.044 1
2.215 5.4179 1.8265 3.149 1
4.5013 -0.5166 3.9449 -0.0816 1
6.5284 -0.5865 -1.3828 -1.8507 1
3.7758 -1.8933 7.1177 4.8064 1
6.8429 2.2083 -2.2246 4.057 2
4.1362 3.7341 -3.5709 0.8342 1
5.4242 3.3276 0.6289 0.5347 2
1.948 7.0348 1.94 4.2173 2
8.476 0.7034 -1.3879 0.9212 2
4.2448 4.5815 2.3615 -2.1051 2
1.3444 4.4531 5.4294 -1.0064 1
3.588 0.0659 7.3388 4.0576 1
8.6342 4.6793 -0.7193 1.8235 2
3.6409 -1.2075 7.8306 5.1312 1
5.6611 0.5141 -0.5741 -0.1198 2
6.8853 0.2879 2.1749 0.8428 2
3.2811 3.7742 -0.4609 7.0873 2
4.6411 -1.3351 -0.6715 1.494 1
4.6336 4.8631 0.9134 2.1407 1
1.6931 4.1784 -0.3947 -0.8055 1
5.5768 0.9262 -0.3321 4.0118 1
5.2685 1.0355 -0.1654 3.5785 2
4.2079 5.4037 1.9471 3.6717 2
7.5297 0.4132 2.6189 5.3698 2
2.1283 -0.8208 3.6411 -1.3537 1
5.8016 2.6339 3.2372 -2.5128 1
3.9338 1.7727 4.9842 1.481 1
5.5648 2.9712 -0.8556 -0.4597 1
3.2781 1.8981 -0.093 1.902 1
4.1015 3.0376 2.7367 1.2281 2
2.4645 4.3469 3.7637 2.1843 1
3.8999 3.5093 -1.1 3.3492 1
2.9202 4.7196 3.2309 0.603 2
2.3423 3.1403 1.9584 -0.9273 2
3.1677 6.5962 2.0646 -4.5376 1
-1.519 -1.0501 13.2759 -0.3992 2
1.8287 -3.0823 6.6519 4.7427 1
