"X1" "X2" "X3" "X4" "grupos"
4.1015 3.0376 2.7367 1.2281 2
4.5142 1.1249 1.0084 -0.2863 1
5.3019 2.011 1.8018 7.2106 1
1.777 -0.9217 4.5942 5.7306 1
8.4146 -1.8588 0.2389 3.6459 2
3.5716 1.5286 4.8099 5.5082 2
7.0353 0.2955 1.6175 -0.6322 1
4.811 0.2406 1.5186 0.5444 2
3.523 2.5741 2.196 -2.5618 2
2.9694 5.7085 0.5937 -2.1942 1
2.6165 6.7106 -0.456 3.5235 1
1.6542 4.7213 2.364 2.4497 2
5.1876 3.9448 -0.8332 4.8217 2
2.1283 -0.8208 3.6411 -1.3537 1
3.972 -1.5627 3.9679 1.3701 2
-0.3238 2.6979 2.7311 -0.6042 1
1.6931 4.1784 -0.3947 -0.8055 1
3.2907 4.4689 0.4306 -3.3338 2
2.8047 3.7705 0.182 4.9773 2
1.3681 -0.3824 4.5676 0.5743 2
-1.9244 5.721 3.4898 1.7586 2
2.2278 3.8637 2.5111 -0.7036 1
5.6955 -1.0856 3.689 1.9512 2
-0.3525 2.5296 4.7171 -1.9009 1
3.981 2.7977 4.4716 2.4257 1
1.0638 4.0974 2.9004 1.8369 1
8.2875 1.5811 -0.7817 1.9841 2
0.9447 2.8238 3.3173 -1.2878 1
7.3496 3.8666 -2.8397 1.5335 1
1.0801 1.7771 2.2727 -0.5834 1
8.6342 4.6793 -0.7193 1.8235 2
8.963 -1.4947 4.2346 -2.8417 2
4.5677 -0.0975 3.9535 4.044 1
0.4483 3.4499 0.1497 1.4795 2
2.6798 5.6086 0.0254 -0.2584 1
6.3418 -0.2984 0.1174 0.5951 1
3.1702 2.5035 1.6132 3.3953 1
5.9528 -1.328 4.2971 2.3372 1
4.5013 -0.5166 3.9449 -0.0816 1
2.5922 2.1211 3.4592 1.7211 1
4.7687 -0.1322 3.7575 0.9177 2
6.4753 3.2822 4.2987 4.145 2
4.1362 3.7341 -3.5709 0.8342 1
2.0042 4.4202 1.4157 6.4899 1
5.5768 0.9262 -0.3321 4.0118 1
3.9338 1.7727 4.9842 1.481 1
2.9046 0.0469 0.2861 -2.1311 1
3.7758 -1.8933 7.1177 4.8064 1
3.5347 1.0649 1.2668 2.8473 1
6.5776 -2.5487 7.5232 0.9786 2
7.5934 -1.422 4.1555 -1.3862 1
2.1004 0.1625 9.3202 5.5668 2
-2.624 6.3909 3.0232 0.7613 1
1.2191 0.0863 2.0986 1.8693 2
6.9018 -0.6093 0.7617 -2.7678 2
