"X1" "X2" "X3" "X4" "grupos"
6.4753 3.2822 4.2987 4.145 2
7.0353 0.2955 1.6175 -0.6322 1
5.1876 3.9448 -0.8332 4.8217 2
3.7822 1.3057 2.1805 2.069 1
4.7389 5.6396 4.1842 3.1387 2
0.4483 3.4499 0.1497 1.4795 2
4.6336 4.8631 0.9134 2.1407 1
5.9016 2.6594 2.0681 2.5759 2
5.5648 2.9712 -0.8556 -0.4597 1
6.999 2.2932 -0.2967 -0.5026 1
4.777 4.7446 6.6308 3.5392 1
1.513 1.712 -1.0789 1.7377 2
2.6798 5.6086 0.0254 -0.2584 1
3.1146 -0.2395 -0.2694 3.0353 1
4.5677 -0.0975 3.9535 4.044 1
1.0801 1.7771 2.2727 -0.5834 1
4.624 -0.0125 5.7823 1.9221 2
6.6331 6.5111 -1.3807 0.0668 1
4.4748 3.1759 5.4007 4.6005 2
5.1322 2.9536 -0.6372 1.1853 1
3.1677 6.5962 2.0646 -4.5376 1
6.5705 4.9737 0.1222 -1.001 1
2.4182 -0.1176 4.3054 3.0697 1
2.0042 4.4202 1.4157 6.4899 1
3.7758 -1.8933 7.1177 4.8064 1
0.337 0.2934 5.9831 4.7933 2
1.8288 4.1272 5.4696 -4.14 1
1.1583 4.0016 0.2463 -1.9524 1
5.2748 6.2775 -0.7811 1.769 2
4.3417 3.6523 1.0572 -1.8165 2
3.972 -1.5627 3.9679 1.3701 2
1.3444 4.4531 5.4294 -1.0064 1
4.6146 7.0953 1.9426 -1.6853 1
2.215 5.4179 1.8265 3.149 1
7.5297 0.4132 2.6189 5.3698 2
3.5074 1.5341 3.2775 1.1307 1
3.2528 2.4332 2.992 2.3228 2
3.3867 4.1101 1.0348 1.1581 1
3.523 2.5741 2.196 -2.5618 2
4.0812 2.8476 2.561 2.6943 2
5.6737 -0.9977 6.1333 0.5713 1
-0.1852 5.0853 -2.2794 -0.0863 1
3.2781 1.8981 -0.093 1.902 1
7.3496 3.8666 -2.8397 1.5335 1
6.2429 -1.432 3.6456 -1.2686 1
5.4683 -2.2747 9.3913 2.274 1
2.0787 0.2189 6.7187 1.0983 2
3.662 -2.0064 3.4462 2.1258 1
8.8549 -2.4269 -1.5292 0.4795 2
8.4546 -2.5347 3.4504 -2.9721 2
-1.5564 1.518 6.5195 2.4767 2
-2.624 6.3909 3.0232 0.7613 1
7.1429 1.2661 -0.7743 -1.7027 1
